"","case","serial","ref","questnnr","mode","au01_01","au01_02","au01_03","au01_04","au01_05","au01_06","au01_07","au01_08","au01_09","sd01_01","sd01_02","sd01_03","sd01_04","sd01_05","sd01_06","sd01_07","sd01_08","sd01_09","sd01_10","sd01_11","sd01_12","sd01_13","sd01_14","sd01_15","sd01_16","me01_01","me01_02","me01_03","me01_04","me01_05","me01_06","me01_07","me01_08","ko01_01","ko01_02","ko01_03","ko01_04","ko01_05","ko01_06","ko01_07","ko01_08","ko01_09","ko01_10","ko01_11","ko01_12","ko01_13","ko01_14","ko01_15","ko01_16","ko01_17","ko01_18","ko01_19","ko01_20","ko01_21","ko01_22","ko01_23","ko01_24","ko01_25","ko01_26","ko01_27","ko01_28","ko01_29","ko01_30","he01_01","he01_02","he01_03","he01_04","he01_05","he01_06","he01_07","he01_08","he01_09","he01_10","ta01_01","ta01_02","ta01_03","ta01_04","ta01_05","ta01_06","ta01_07","ta01_08","ta01_09","ta01_10","ta01_11","ta01_12","ta01_13","ta01_14","ta01_15","ta01_16","ta01_17","ta01_18","ta01_19","ta01_20","de01","de02_01","de03_01","de04","time001","time002","time003","time004","time005","time006","time007","time008","time009","time010","time011","time_sum","mailsent","finished","q_viewer","lastpage","maxpage","missing","missrel","time_rsi"
"98",185,NA,NA,"base","interview",1,2,1,2,2,2,2,2,1,2,1,1,2,1,1,1,1,2,1,3,1,1,1,3,1,2,1,2,2,1,1,2,1,1,60,61,50,1,60,75,100,1,11,80,51,100,100,100,100,100,100,11,1,100,51,80,100,21,21,15,100,NA,61,6,6,6,6,6,6,6,6,4,6,51,21,11,20,32,51,51,77,77,31,25,32,51,25,61,41,41,51,40,21,2,23,14,6,94,85,120,41,245,97,59,63,112,32,7,872,NA,TRUE,FALSE,11,11,0,0,"0,86"
"99",190,NA,NA,"base","interview",3,4,4,4,4,3,2,2,1,3,2,2,1,2,3,1,2,2,1,2,2,1,1,3,3,6,4,2,2,4,4,3,2,1,31,1,30,41,80,100,100,11,1,21,1,90,100,21,85,100,100,6,1,100,61,60,90,1,30,70,80,31,100,6,5,5,6,5,6,6,5,4,5,86,86,86,86,61,91,101,51,31,51,41,51,101,61,101,101,81,66,91,61,1,20,37,5,12,64,72,48,275,71,114,90,91,23,3,863,NA,TRUE,FALSE,11,11,0,0,"1,11"
"100",194,NA,NA,"base","interview",4,3,2,4,2,3,4,3,2,5,1,6,2,4,5,2,3,5,5,5,5,5,2,6,1,3,2,2,2,6,4,4,3,1,100,100,16,69,17,70,76,57,1,1,55,29,100,79,100,81,85,1,22,91,61,100,48,17,28,76,100,100,100,5,4,4,6,5,5,5,3,3,2,18,24,70,33,36,58,80,83,9,16,28,48,83,64,37,1,72,83,72,33,2,20,70,5,4,56,175,36,93,152,42,79,48,14,3,702,NA,TRUE,FALSE,11,11,0,0,"1,52"
"101",196,NA,NA,"base","interview",1,4,3,4,3,2,3,2,1,4,3,5,4,4,2,1,5,1,1,5,5,1,4,4,5,4,4,4,2,1,1,1,1,NA,100,NA,NA,32,100,66,66,NA,NA,51,51,27,NA,100,50,51,51,NA,NA,100,NA,80,NA,NA,NA,51,51,NA,21,5,5,6,6,6,6,4,4,3,6,54,55,33,7,22,7,52,76,33,48,48,51,42,39,49,36,48,53,46,34,2,26,50,6,5,69,94,60,145,118,51,67,87,25,2,723,NA,TRUE,FALSE,11,11,9,9,"1,33"
"102",197,NA,NA,"base","interview",1,1,3,4,3,2,3,1,1,3,3,1,1,1,1,1,4,2,1,1,1,1,3,2,1,2,2,3,2,4,4,3,1,1,100,100,100,6,90,85,100,11,1,80,21,100,52,100,100,74,71,2,1,71,31,70,90,67,10,1,80,22,52,6,5,4,6,6,6,5,5,3,4,61,51,21,41,1,66,86,91,86,71,51,26,86,21,51,101,1,86,56,16,1,22,26,5,13,91,137,56,188,129,90,99,136,34,6,979,NA,TRUE,FALSE,11,11,1,1,"0,81"
"103",198,NA,NA,"base","interview",1,2,2,1,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,3,3,2,2,1,100,14,100,11,51,80,80,12,1,100,1,100,100,100,100,100,100,1,1,100,40,100,100,1,18,37,100,100,71,6,6,6,6,6,6,6,6,4,6,38,39,39,32,16,30,101,101,66,56,55,36,73,74,74,51,51,101,51,51,2,21,11,5,8,46,87,52,138,45,40,34,87,17,5,559,NA,TRUE,FALSE,11,11,0,0,"1,44"
"104",199,NA,NA,"base","interview",1,2,1,4,1,2,1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,1,1,2,1,4,2,2,2,2,1,4,2,1,51,51,80,1,90,100,95,11,26,100,51,95,97,75,97,90,100,1,1,51,71,75,100,76,1,26,100,80,65,5,6,6,6,6,6,6,6,6,5,41,11,51,41,56,51,101,101,100,71,71,11,98,96,96,31,51,101,51,51,2,24,13,6,8,49,155,56,232,120,50,55,105,28,7,865,NA,TRUE,FALSE,11,11,0,0,"1,01"
"105",205,NA,NA,"base","interview",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,3,2,1,1,2,2,2,1,1,90,12,6,12,90,100,100,1,1,100,1,95,100,100,100,80,100,1,80,100,90,100,91,21,1,1,100,NA,1,6,6,6,6,6,6,6,6,5,6,21,1,1,1,1,61,91,101,81,56,51,1,101,41,51,81,1,91,1,31,1,22,14,5,63,96,102,54,345,79,39,58,197,46,22,1101,NA,TRUE,FALSE,11,11,1,1,"0,78"
"106",209,NA,NA,"base","interview",3,3,3,4,2,3,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,6,6,3,3,5,5,5,3,3,100,3,100,41,22,3,100,3,2,1,50,1,100,43,100,100,100,74,2,100,42,70,100,1,3,12,100,1,100,5,6,6,6,6,6,6,6,3,5,54,54,70,36,41,12,97,2,56,1,1,63,66,69,88,51,50,79,56,34,1,22,36,5,8,82,170,263,120,206,75,169,147,27,4,1271,NA,TRUE,FALSE,11,11,0,0,"0,85"
"107",210,NA,NA,"base","interview",1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,1,1,2,1,3,2,5,5,1,1,1,1,1,51,1,100,1,41,34,73,1,1,100,51,92,94,100,88,100,100,1,1,100,18,100,100,1,14,31,100,100,5,6,6,6,6,6,6,6,6,6,6,40,23,1,23,5,40,101,101,67,66,83,5,70,67,93,76,9,101,26,77,2,25,6,6,3,58,93,35,144,94,117,49,77,17,9,696,NA,TRUE,FALSE,11,11,0,0,"1,32"
"108",211,NA,NA,"base","interview",1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,2,2,1,2,1,2,3,3,2,2,NA,2,2,1,2,2,1,82,1,79,1,79,52,87,1,22,95,87,94,55,92,100,87,100,3,1,93,25,80,91,11,6,15,92,83,52,4,6,6,6,6,5,5,6,5,5,29,10,1,14,9,68,92,87,101,72,73,6,84,75,85,101,18,93,18,69,3,27,1,6,2,83,69,36,19555,62,33,67,69,12,6,629,NA,TRUE,FALSE,11,11,1,1,"1,42"
"109",212,NA,NA,"base","interview",1,3,3,1,1,1,5,3,1,6,6,6,1,6,6,1,6,6,1,6,6,6,6,6,6,6,6,1,1,6,6,1,1,100,100,100,1,100,1,100,1,51,51,1,51,51,100,51,51,1,51,51,51,1,51,51,1,51,1,100,100,1,1,6,4,4,1,1,6,1,4,1,1,51,51,101,1,1,1,101,1,1,1,1,1,51,51,51,1,51,1,51,1,2,31,48,6,32,102,158,35,149,76,39,72,61,22,9,755,NA,TRUE,FALSE,11,11,0,0,"1,05"
"110",225,NA,NA,"base","interview",2,3,3,4,2,2,2,1,1,3,1,5,2,2,5,1,3,5,3,2,2,2,2,4,3,6,6,5,2,5,6,4,2,1,62,34,15,65,70,92,98,52,5,67,3,74,91,83,100,50,79,5,1,100,45,100,46,1,15,65,100,81,77,5,5,6,6,5,6,6,5,3,4,75,72,55,56,34,63,90,83,21,36,66,79,85,71,73,49,7,91,83,50,1,22,25,6,8,88,116,47,1413,590,37,64,124,22,10,803,NA,TRUE,FALSE,11,11,0,0,"0,87"
"111",227,NA,NA,"base","interview",1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,4,1,1,1,1,1,1,3,5,1,1,1,1,1,2,1,2,1,27,1,24,8,33,49,33,1,11,100,16,46,22,67,52,64,78,1,28,51,38,58,85,27,1,10,51,10,11,3,6,4,6,6,6,6,6,5,6,1,11,16,11,1,26,51,61,76,61,61,1,51,51,61,101,1,51,26,26,2,25,1,5,3,52,99,50,152,68,43,48,88,27,5,635,NA,TRUE,FALSE,11,11,0,0,"1,38"
"112",231,NA,NA,"base","interview",1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,4,1,2,1,1,1,1,1,4,4,2,1,4,4,3,1,1,60,1,80,1,80,100,51,1,1,100,26,100,100,85,100,100,99,1,1,100,31,100,100,1,1,11,100,100,51,6,6,6,6,6,6,6,6,6,6,1,1,11,1,1,41,101,101,101,51,51,1,51,51,76,26,1,101,51,51,2,27,2,6,7,61,182,38,145,61,84,36,96,14,5,729,NA,TRUE,FALSE,11,11,0,0,"1,28"
"113",233,NA,NA,"base","interview",1,1,1,1,2,1,1,1,2,6,6,1,1,6,1,1,1,1,2,6,2,1,1,1,1,4,2,2,2,2,1,1,1,1,62,1,100,1,31,76,70,1,1,50,100,100,100,100,80,100,100,1,6,100,1,100,100,31,1,2,51,10,23,6,6,6,6,6,6,6,6,5,6,81,34,1,16,16,39,51,77,81,51,51,16,101,87,78,78,51,51,45,45,2,46,26,4,38,30,68,36,114,57,43,41,96,18,2,543,NA,TRUE,FALSE,11,11,0,0,"1,6"
"114",234,NA,NA,"base","interview",2,4,1,3,2,3,2,1,1,1,3,NA,4,1,5,1,6,3,2,4,4,2,6,5,1,4,4,4,4,6,4,2,5,6,16,92,100,51,100,90,80,40,100,99,1,80,75,100,100,51,100,30,11,100,26,51,80,25,NA,NA,90,NA,6,5,6,6,6,6,6,6,4,3,6,41,41,46,31,31,51,71,86,21,21,21,31,66,66,66,81,51,NA,41,56,2,21,34,5,427,95,136,87,245,234,112,152,209,49,14,1344,NA,TRUE,FALSE,11,11,3,3,"0,52"
"115",235,NA,NA,"base","interview",1,2,1,2,1,2,1,1,1,5,1,1,1,5,2,1,4,NA,2,2,2,1,1,1,1,6,4,2,2,2,4,1,1,1,22,10,21,18,50,59,66,1,1,NA,75,77,70,78,76,77,79,9,1,80,24,76,78,1,1,66,68,9,79,6,6,6,6,6,6,6,6,5,6,47,37,37,36,37,37,101,40,56,54,56,33,92,76,75,31,31,82,32,56,1,33,39,6,9,78,149,146,188,112,62,69,76,24,8,921,NA,TRUE,FALSE,11,11,3,3,"0,91"
"116",239,NA,NA,"base","interview",3,4,4,4,3,3,4,3,2,4,2,5,2,3,5,2,5,6,1,6,5,6,6,6,1,6,6,6,6,6,5,2,2,1,100,100,76,100,25,76,100,51,1,16,1,75,100,100,85,75,26,1,6,90,76,51,75,1,1,51,85,100,1,6,1,6,6,6,6,3,1,2,1,51,51,91,51,1,26,101,16,1,51,51,16,51,51,51,1,46,101,26,51,2,22,63,5,1050,148,173,57,504,327,64,112,194,36,383,1632,NA,TRUE,FALSE,11,11,0,0,"0,49"
"117",240,NA,NA,"base","interview",1,1,1,3,4,4,2,1,1,2,5,2,2,1,1,1,4,1,1,1,1,1,1,1,4,1,1,2,2,2,1,2,2,1,20,33,26,1,85,65,41,33,22,100,51,76,51,76,51,86,41,1,1,86,30,36,90,51,9,26,61,22,17,4,6,6,6,6,6,4,6,5,6,17,16,61,11,15,41,75,68,65,68,62,15,22,69,81,61,18,41,25,38,2,20,10,6,9,94,155,175,485,190,101,96,214,75,5,1599,NA,TRUE,FALSE,11,11,0,0,"0,65"
"118",241,NA,NA,"base","interview",3,3,3,3,3,2,2,1,1,4,1,1,1,1,1,1,1,5,1,1,2,1,1,5,2,5,4,2,2,4,5,5,1,1,100,93,51,11,64,100,100,31,1,82,82,100,100,51,71,100,45,1,11,100,70,71,100,51,40,100,100,61,60,6,6,6,6,6,6,6,4,5,6,71,52,22,21,21,69,71,21,89,22,51,51,51,51,68,51,51,69,43,27,1,26,35,6,6,115,324,84,286,105,70,68,149,19,6,1232,NA,TRUE,FALSE,11,11,0,0,"0,88"
"119",242,NA,NA,"base","interview",2,3,3,2,1,1,3,1,1,4,1,2,1,6,2,1,5,1,2,1,2,1,2,1,1,3,3,3,3,5,5,2,2,1,81,51,51,25,27,90,73,31,1,25,51,100,100,90,100,100,100,1,1,100,62,80,100,1,1,49,100,65,55,6,6,5,6,6,6,6,6,6,6,40,44,29,36,20,45,74,69,57,38,36,33,67,49,84,20,49,77,53,32,1,20,23,5,4,88,135,56,252,159,71,55,98,18,2,938,NA,TRUE,FALSE,11,11,0,0,"1,27"
"120",243,NA,NA,"base","interview",2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,2,3,2,1,2,5,3,1,1,100,16,51,1,25,76,100,1,1,70,52,100,100,100,100,100,100,22,1,100,32,78,100,21,NA,NA,100,1,100,6,6,6,6,6,6,6,6,5,6,51,71,15,18,1,81,101,101,96,21,21,5,101,34,94,41,41,101,94,1,1,20,28,5,14,110,217,91,164,96,97,67,189,35,5,1085,NA,TRUE,FALSE,11,11,0,0,"0,79"
"121",244,NA,NA,"base","interview",1,4,4,2,1,2,4,2,2,2,1,1,1,1,5,1,2,6,1,6,1,3,1,4,1,3,2,1,2,3,2,2,2,1,49,19,31,1,52,30,51,1,1,78,51,80,100,80,70,90,100,1,1,76,21,100,75,21,6,1,51,1,25,6,6,6,6,6,6,6,6,3,6,45,45,11,41,6,51,51,101,67,51,51,22,51,71,71,71,51,51,51,101,2,18,14,5,35,288,96,53,148,90,67,61,111,26,7,982,NA,TRUE,FALSE,11,11,0,0,"0,88"
"122",245,NA,NA,"base","interview",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,100,31,80,1,90,65,90,1,21,40,21,100,51,90,100,100,100,1,1,100,16,51,100,26,1,1,100,100,51,4,5,4,6,5,6,6,4,4,6,21,1,1,1,1,38,76,78,81,78,79,1,81,81,84,88,31,87,26,71,2,24,24,5,192,478,692,45,385,23049,40,83,131,25,10,1022,NA,TRUE,FALSE,11,11,0,0,"0,58"
"123",248,NA,NA,"base","interview",2,3,4,3,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,4,2,2,1,2,2,1,1,95,11,90,26,16,65,95,6,1,100,11,100,95,97,100,96,65,1,11,100,65,100,85,1,71,60,100,76,80,6,5,5,6,6,6,6,5,3,1,21,3,81,16,1,71,101,76,76,76,76,1,71,76,76,76,51,101,21,11,1,23,22,6,6,54,90,42,302,58,40,48,118,15,4,777,NA,TRUE,FALSE,11,11,0,0,"1,33"
"124",259,NA,NA,"base","interview",1,2,1,1,1,1,1,1,1,1,5,1,1,2,1,1,3,3,1,3,2,3,2,3,1,2,2,1,1,3,2,2,1,1,39,12,81,1,68,70,84,1,1,19,27,100,100,69,100,100,99,1,1,100,20,76,100,12,3,1,100,24,20,5,6,5,6,6,6,6,5,5,6,33,12,6,2,20,32,101,92,89,55,56,1,101,91,89,100,1,101,42,71,2,24,9,5,66,87,116,48,157,106,43,75,81,24,7,810,NA,TRUE,FALSE,11,11,0,0,"0,95"
"125",261,NA,NA,"base","interview",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,2,2,2,3,1,1,19,1,83,1,100,64,75,1,1,31,51,100,100,100,100,100,100,1,1,100,21,100,100,1,7,25,100,72,9,6,6,6,6,6,6,6,5,6,6,52,37,27,24,9,53,60,101,36,59,72,8,72,76,91,98,7,51,52,70,2,63,29,6,20,80,136,68,183,102,63,102,117,22,6,899,NA,TRUE,FALSE,11,11,0,0,"0,86"
"126",262,NA,NA,"base","interview",2,2,4,2,4,1,1,1,1,6,4,2,5,1,1,1,1,4,1,3,2,1,2,2,2,2,2,2,2,4,3,3,1,NA,100,21,21,21,36,100,90,80,1,93,NA,100,100,100,100,100,76,1,1,76,16,100,100,1,1,26,100,100,1,5,6,6,6,5,6,6,6,6,6,16,11,86,11,1,51,101,76,51,16,76,1,101,76,96,1,51,101,76,11,2,31,34,3,28,59,69,49,124,75,41,42,91,26,4,608,NA,TRUE,FALSE,11,11,1,1,"1,24"
"127",263,NA,NA,"base","interview",3,4,3,1,2,3,2,1,1,3,1,2,1,1,2,1,1,3,1,3,2,2,1,2,1,3,3,3,2,3,3,3,2,NA,18,NA,51,21,41,45,80,NA,NA,6,NA,11,100,80,100,100,100,NA,NA,100,21,60,90,11,NA,61,100,100,100,5,6,6,5,5,6,5,5,4,6,6,1,43,1,1,61,95,101,80,51,51,1,67,38,62,51,51,95,50,30,1,23,36,5,15,95,100,37,158,69,35,55,147,27,2,740,NA,TRUE,FALSE,11,11,7,6,"1,27"
"128",267,NA,NA,"base","interview",3,3,1,4,3,3,2,1,1,2,2,4,1,4,1,1,4,3,2,3,2,2,2,3,2,5,4,2,2,4,3,3,3,6,41,25,16,21,55,90,75,31,1,31,6,61,71,71,75,51,51,6,11,100,51,80,70,16,16,70,90,76,60,5,4,4,6,4,5,6,5,5,3,81,66,56,41,21,66,86,76,21,11,16,51,51,51,66,51,61,81,81,21,2,27,40,6,4,152,219,82,521,200,103,87,574,37,6,1985,NA,TRUE,FALSE,11,11,0,0,"0,76"
"129",271,NA,NA,"base","interview",1,3,2,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,2,3,2,1,1,3,1,4,4,4,2,4,3,3,2,1,94,1,71,1,74,83,77,1,1,61,NA,100,100,100,100,100,93,1,1,100,35,9,89,1,1,8,85,100,63,6,6,6,6,6,6,5,6,4,6,70,69,23,30,1,50,NA,78,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,6,6,5,60,100,33,152,75,45,50,47,14,4,585,NA,TRUE,FALSE,11,11,12,12,"1,5"
"130",272,NA,NA,"base","interview",2,3,2,3,1,1,4,1,1,1,1,1,1,3,1,1,4,2,1,1,1,1,1,3,1,4,2,3,2,4,3,3,2,1,80,52,67,6,36,88,100,1,1,92,1,100,100,86,100,70,100,1,45,100,39,100,82,1,1,100,100,NA,100,6,6,6,6,4,6,6,6,4,4,42,14,12,1,1,6,101,98,70,33,32,2,101,63,76,28,1,59,34,15,1,24,37,5,16,74,115,51,212,66,46,58,110,24,7,779,NA,TRUE,FALSE,11,11,1,1,"1,01"
"131",275,NA,NA,"base","interview",1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,3,2,2,2,2,2,3,2,3,3,1,2,3,3,NA,100,NA,100,NA,28,52,100,NA,NA,100,NA,100,100,100,100,100,100,NA,NA,100,NA,100,100,NA,NA,NA,100,76,NA,3,5,2,6,5,4,4,4,4,4,28,22,29,27,12,57,101,101,101,101,101,20,101,101,101,101,51,101,51,101,2,29,32,6,4,52,95,50,71,54,34,64,39,12,3,478,NA,TRUE,FALSE,11,11,11,10,"1,82"
"132",276,NA,NA,"base","interview",2,2,2,1,2,2,3,2,1,1,2,1,2,1,1,1,1,2,2,2,3,1,2,3,1,5,4,2,1,4,4,3,3,1,71,22,51,11,51,65,100,1,1,38,17,100,100,74,100,82,35,9,6,78,53,29,64,11,17,73,100,46,67,5,5,4,6,5,5,5,5,4,5,90,36,79,21,6,83,101,45,86,18,32,8,85,72,83,13,1,101,74,45,2,20,45,5,14,205,337,43,248,150,47,326,193,165,6,1592,NA,TRUE,FALSE,11,11,0,0,"0,65"
"133",277,NA,NA,"base","interview",1,3,1,3,2,3,1,1,1,1,1,1,1,3,1,1,3,6,1,5,1,4,1,3,1,4,3,1,1,2,2,1,1,1,71,76,43,15,56,90,87,18,32,55,11,100,100,100,100,89,100,1,1,100,49,100,92,55,19,100,100,100,73,6,6,6,6,6,6,6,5,3,5,40,29,10,16,31,22,98,90,97,66,62,25,96,52,78,30,20,97,72,55,1,21,33,5,420,55,107,47,124,71,38,43,58,22,5,581,NA,TRUE,FALSE,11,11,0,0,"1,22"
"134",278,NA,NA,"base","interview",2,2,2,3,2,3,3,1,1,5,2,4,1,2,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,2,5,3,3,2,82,100,100,60,21,60,100,51,1,100,51,61,100,100,100,100,55,1,1,100,51,100,100,51,1,35,100,100,51,6,6,6,6,6,6,6,6,6,5,15,4,43,18,9,47,101,101,43,29,51,13,73,51,65,76,3,51,44,51,2,21,15,5,3,72,108,59,167,86,58,49,83,14,7,706,NA,TRUE,FALSE,11,11,0,0,"1,3"
"135",279,NA,NA,"base","interview",4,4,2,1,1,1,3,1,1,2,5,2,2,5,2,2,5,2,2,4,2,2,1,3,1,4,3,3,2,2,2,2,2,1,67,19,66,24,64,51,65,11,8,75,62,51,62,73,79,90,89,30,12,74,11,70,94,9,6,9,81,51,48,4,5,5,6,6,6,6,5,5,5,33,22,17,15,13,32,68,56,56,47,47,29,72,57,60,56,52,50,50,49,2,28,12,6,2,50,86,38,141,83,45,76,61,18,7,607,NA,TRUE,FALSE,11,11,0,0,"1,42"
"136",281,NA,NA,"base","interview",2,2,1,3,2,2,1,1,2,3,1,2,1,1,1,1,4,2,3,4,3,2,4,3,4,3,3,3,3,2,4,1,1,5,60,35,59,56,83,61,100,14,15,80,53,86,89,100,100,61,77,6,1,73,18,83,53,6,10,76,100,NA,86,6,6,6,4,6,6,4,5,4,4,60,55,61,101,53,40,101,45,85,31,41,59,74,39,49,62,58,98,81,13,1,19,20,5,2,39,52,31,67,44,35,26,43,17,3,359,NA,TRUE,FALSE,11,11,1,1,"2,15"
"137",282,NA,NA,"base","interview",1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,3,1,3,1,1,1,3,1,4,4,3,2,2,3,2,2,1,11,11,56,11,11,81,90,11,1,30,7,51,NA,50,80,70,71,1,1,100,50,NA,100,16,1,31,100,51,21,6,5,6,6,6,5,6,6,5,6,81,81,62,81,81,NA,91,81,81,81,81,81,81,81,91,71,81,81,81,81,1,25,31,5,32,94,155,56,196,67,60,65,177,17,8,927,NA,TRUE,FALSE,11,11,2,2,"0,89"
"138",284,NA,NA,"base","interview",1,4,2,3,3,2,1,1,1,4,4,3,1,1,1,1,1,3,1,3,3,2,2,2,2,5,5,3,3,3,3,3,3,1,49,50,52,53,52,79,34,15,2,2,21,79,100,34,52,80,41,14,5,49,50,72,95,42,11,73,49,18,3,6,6,6,6,6,6,3,4,3,4,51,52,51,50,52,52,52,32,7,52,53,52,52,33,52,10,54,54,60,1,2,22,37,5,13,102,79,30,154,75,32,39,67,14,7,612,NA,TRUE,FALSE,11,11,0,0,"1,33"
"139",285,NA,NA,"base","interview",2,5,2,3,1,1,2,1,1,2,2,2,1,1,1,1,5,3,2,3,1,2,3,3,1,4,3,3,2,4,3,2,2,1,71,70,51,51,51,70,70,1,1,71,51,51,71,71,76,51,70,1,1,51,25,51,71,51,51,71,51,51,51,6,6,5,6,5,6,6,5,5,5,51,26,51,26,26,51,51,51,51,51,51,26,51,51,51,51,51,51,51,51,1,32,36,6,6,88,175,46,285,126,58,65,217,28,7,1101,NA,TRUE,FALSE,11,11,0,0,"0,91"
"140",289,NA,NA,"base","interview",1,1,1,1,1,1,4,2,2,6,4,6,4,2,4,2,2,2,3,5,5,4,6,5,5,4,3,5,2,3,3,2,3,11,100,1,80,40,52,85,80,6,1,16,80,90,76,70,76,85,76,2,1,100,1,100,80,1,1,71,95,100,86,6,6,6,6,4,6,2,2,3,1,2,2,21,1,1,6,91,51,11,51,51,1,91,76,71,2,6,66,31,11,2,27,38,6,11,189,144,55,450,111,36,58,101,29,6,1190,NA,TRUE,FALSE,11,11,0,0,"0,89"
"141",293,NA,NA,"base","interview",2,1,2,1,4,4,3,3,2,3,3,3,1,2,2,2,4,4,2,2,2,3,3,2,3,5,6,5,4,5,5,4,3,NA,NA,51,76,21,NA,100,100,31,NA,100,100,100,50,52,100,80,100,NA,NA,100,48,80,100,NA,NA,100,100,100,43,6,5,6,6,6,6,6,6,5,5,72,55,85,46,30,69,51,56,51,49,68,48,52,54,56,61,50,49,59,49,2,18,25,5,4,159,472,182,310,240,246,163,101,23,4,1904,NA,TRUE,FALSE,11,11,2,2,"0,81"
"142",297,NA,NA,"base","interview",1,1,2,1,2,1,3,1,1,2,1,3,1,1,1,1,2,6,1,6,1,5,1,2,1,2,2,2,1,4,1,2,1,1,89,53,100,1,70,42,87,1,1,89,82,100,100,100,100,100,100,19,1,87,11,87,100,47,49,2,89,81,62,2,5,6,6,6,5,6,4,5,6,51,51,1,26,53,51,51,93,88,51,51,34,51,51,73,90,51,51,65,64,2,21,13,5,10,48,110,44,132,94,64,63,95,22,4,686,NA,TRUE,FALSE,11,11,0,0,"1,17"
"143",299,NA,NA,"base","interview",3,3,2,2,1,2,4,2,1,5,2,2,1,4,3,2,2,2,1,1,2,2,1,6,3,4,6,5,2,6,5,5,2,1,53,52,52,75,76,93,90,20,1,NA,NA,89,93,86,89,34,93,11,51,98,36,94,92,18,52,88,100,86,78,6,5,6,6,6,6,3,6,5,4,35,31,51,19,29,54,91,42,19,6,22,19,78,63,52,NA,35,49,51,23,2,19,45,5,3,70,116,46,182,100,47,69,78,19,4,734,NA,TRUE,FALSE,11,11,1,1,"1,3"
"144",300,NA,NA,"base","interview",5,5,5,5,5,5,5,5,5,6,4,6,5,6,6,5,6,6,6,6,6,6,4,6,1,4,1,1,1,6,4,1,2,100,NA,100,NA,100,NA,100,NA,100,100,NA,32,14,7,21,72,NA,NA,NA,16,25,8,11,2,100,100,11,40,NA,NA,6,3,3,2,2,1,2,2,1,1,81,95,84,71,100,61,100,12,1,1,1,86,34,28,29,1,81,27,101,101,2,25,100,5,10,47,134,34,163,79,44,63,85,24,3,686,NA,TRUE,FALSE,11,11,8,8,"1,27"
"145",301,NA,NA,"base","interview",3,2,2,3,1,1,4,4,2,4,3,4,5,2,1,1,6,3,1,1,1,1,1,2,1,4,2,4,2,2,2,2,3,17,78,65,53,90,34,83,95,45,30,15,18,93,100,100,100,24,100,1,6,67,67,89,12,11,49,82,100,37,17,2,5,4,4,4,5,4,4,4,3,16,24,48,15,5,11,84,62,11,39,67,36,72,38,5,1,14,30,45,30,2,40,41,6,4,112,118,52,189,133,60,120,92,28,6,914,NA,TRUE,FALSE,11,11,0,0,"1,05"
"146",303,NA,NA,"base","interview",4,5,4,4,3,1,4,2,2,5,5,1,2,4,2,1,5,2,2,2,2,2,3,1,1,4,4,3,2,3,3,2,2,11,11,25,11,76,76,76,90,60,31,75,11,11,51,51,75,26,75,11,51,25,51,51,26,11,11,61,76,51,51,5,6,5,5,4,6,5,5,2,5,34,11,51,11,1,51,91,91,51,67,34,11,91,67,51,11,67,91,51,51,2,30,53,6,156,63,190,863,192,93,42,111,96,29,3,883,NA,TRUE,FALSE,11,11,0,0,"0,88"
"147",304,NA,NA,"base","interview",2,2,3,4,4,2,2,4,4,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,6,4,4,4,4,5,2,2,70,100,26,NA,49,NA,100,70,NA,NA,NA,NA,100,41,100,100,100,30,NA,41,100,40,100,100,NA,70,100,100,NA,100,6,6,6,6,4,6,6,6,2,6,51,NA,51,26,NA,101,101,61,15,26,26,1,101,51,76,NA,101,101,101,10,2,24,57,6,6,72,73,43,141,55,45,35,93,20,5,588,NA,TRUE,FALSE,11,11,9,9,"1,39"
